_from,to,category,score,normalized_score
incrementar,elevar,tech,2,0.010201416118541534
incrementar,esfuerzo,tech,3,0.020402832237083064
incrementar,volumen,tech,3,0.020402832237083064
incremento,ciudadano,politic,1,0.017859734329195735
incremento,confianza,politic,2,0.045920884776933006
incremento,nivel,politic,3,0.07398203522467027
incumplimiento,comunidad,politic,2,0.045920884776933006
incumplimiento,internacional,politic,1,0.017859734329195735
incumplimiento,pais,politic,3,0.07398203522467027
indefinidamente,estilo,tech,3,0.020402832237083064
indefinidamente,final,tech,1,0.0
indefinidamente,serio,tech,2,0.010201416118541534
independiente,derecho,politic,1,0.017859734329195735
independiente,desarrollo,tech,3,0.020402832237083064
independiente,garantia,politic,2,0.045920884776933006
independiente,inteligencia,politic,3,0.07398203522467027
independiente,videojuego,tech,2,0.010201416118541534
independientemente,ecosistema,tech,1,0.0
independientemente,politica,tech,3,0.020402832237083064
independientemente,tienda,tech,2,0.010201416118541534
india,pais,tech,1,0.0
india,unidos,tech,3,0.020402832237083064
india,varios,tech,2,0.010201416118541534
indicacion,archivar,tech,2,0.010201416118541534
indicacion,conversacion,tech,3,0.020402832237083064
indicado,alcanzar,tech,1,0.0
indicado,meta,tech,3,0.020402832237083064
indicado,usuario,tech,2,0.010201416118541534
indicador,bomba,politic,3,0.07398203522467027
indicador,colombiano,politic,1,0.017859734329195735
indicador,desempeno,tech,2,0.010201416118541534
indicador,educativo,tech,1,0.0
indicador,falso,tech,1,0.0
indicador,fraude,tech,3,0.020402832237083064
indicador,gravedad,politic,2,0.045920884776933006
indicador,medir,tech,3,0.020402832237083064
indicador,mostrar,politic,3,0.07398203522467027
indicador,poblacion,politic,2,0.045920884776933006
indicador,pobreza,politic,3,0.07398203522467027
indicador,situacion,politic,1,0.017859734329195735
indicador,social,politic,1,0.017859734329195735
indicador,tiempo,politic,2,0.045920884776933006
indicador,visualizacion,tech,2,0.010201416118541534
indicar,afrocolombian,politic,2,0.045920884776933006
indicar,casual,tech,1,0.0
indicar,cita,tech,2,0.010201416118541534
indicar,codhes,politic,3,0.07398203522467027
indicar,comunicado,politic,3,0.07398203522467027
indicar,cuenta,tech,1,0.0
indicar,desear,tech,3,0.020402832237083064
indicar,eliminacion,tech,2,0.010201416118541534
indicar,entregar,tech,3,0.020402832237083064
indicar,farc,politic,1,0.017859734329195735
indicar,fin,politic,1,0.017859734329195735
indicar,gaviria,politic,3,0.07398203522467027
indicar,menor,politic,3,0.07398203522467027
indicar,peso,politic,2,0.045920884776933006
indicar,poblacion,politic,3,0.07398203522467027
indicar,preferir,tech,3,0.020402832237083064
indicar,prensa,politic,2,0.045920884776933006
indicar,victima,politic,1,0.017859734329195735
indico,cambio,tech,3,0.020402832237083064
indico,diseno,tech,2,0.010201416118541534
indico,objetivo,tech,1,0.0
indigena,afrocolombiano,politic,1,0.017859734329195735
indigena,negro,politic,2,0.045920884776933006
indigena,pueblo,politic,3,0.07398203522467027
individual,abrir,tech,1,0.0
individual,detalladamente,tech,3,0.020402832237083064
individual,nunca,tech,2,0.010201416118541534
individuo,comunidad,tech,2,0.010201416118541534
individuo,crear,tech,3,0.020402832237083064
individuo,establecer,tech,1,0.0
industria,consola,tech,2,0.010201416118541534
industria,criminal,tech,3,0.020402832237083064
industria,decena,tech,1,0.0
industria,digital,tech,1,0.0
industria,dolar,tech,3,0.020402832237083064
industria,futuro,tech,2,0.010201416118541534
industria,mientras,tech,3,0.020402832237083064
industria,mil,tech,2,0.010201416118541534
industria,mover,tech,6,0.051007080592707664
industria,robotica,tech,3,0.020402832237083064
industria,tentaculo,tech,2,0.010201416118541534
industria,vida,tech,3,0.020402832237083064
industria,videojuego,tech,1,0.0
infam,facebook,tech,3,0.020402832237083064
infam,identificar,tech,1,0.0
infam,instagram,tech,2,0.010201416118541534
infame,menor,tech,2,0.010201416118541534
infame,necesitado,tech,1,0.0
infame,pedofilo,tech,3,0.020402832237083064
inferior,cuarto,politic,2,0.045920884776933006
inferior,pesos,politic,3,0.07398203522467027
inferior,poblacion,politic,1,0.017859734329195735
inferior,promedio,politic,3,0.07398203522467027
inferior,relacion,politic,2,0.045920884776933006
inferior,salario,politic,1,0.017859734329195735
infiltracion,agente,tech,3,0.020402832237083064
infiltracion,encubierto,tech,2,0.010201416118541534
infiltracion,reportar,tech,1,0.0
infinito,bit,tech,1,0.0
infinito,color,tech,2,0.010201416118541534
infinito,profundidad,tech,3,0.020402832237083064
infinix,incluir,tech,2,0.010201416118541534
infinix,mencionar,tech,3,0.020402832237083064
infinix,tecnologia,tech,1,0.0
inflection,ai,tech,3,0.020402832237083064
inflexion,cambio,politic,2,0.045920884776933006
inflexion,paradigma,politic,1,0.017859734329195735
inflexion,requerir,politic,3,0.07398203522467027
influir,ambiente,tech,2,0.010201416118541534
influir,medio,tech,3,0.020402832237083064
informacion,accesible,tech,1,0.0
informacion,adecuadamente,tech,2,0.010201416118541534
informacion,almacenar,tech,2,0.010201416118541534
informacion,analitica,politic,2,0.045920884776933006
informacion,aplicacion,tech,2,0.010201416118541534
informacion,aquel,tech,2,0.010201416118541534
informacion,articulo,tech,1,0.0
informacion,autenticacion,politic,2,0.045920884776933006
informacion,base,politic,2,0.045920884776933006
informacion,biometrico,politic,3,0.07398203522467027
informacion,busqueda,tech,3,0.020402832237083064
informacion,civil,politic,2,0.045920884776933006
informacion,clic,tech,1,0.0
informacion,cliente,tech,2,0.010201416118541534
informacion,confirmar,tech,1,0.0
informacion,conjunto,tech,1,0.0
informacion,contenido,politic,3,0.07398203522467027
informacion,dato,politic,2,0.045920884776933006
informacion,dato,tech,1,0.0
informacion,derecho,tech,1,0.0
informacion,direccion,tech,3,0.020402832237083064
informacion,directamente,tech,3,0.020402832237083064
informacion,eliminar,tech,3,0.020402832237083064
informacion,encontrar,tech,1,0.0
informacion,ende,tech,1,0.0
informacion,erronea,tech,3,0.020402832237083064
informacion,facial,politic,1,0.017859734329195735
informacion,facilitar,tech,2,0.010201416118541534
informacion,facilmente,tech,2,0.010201416118541534
informacion,falso,tech,3,0.020402832237083064
informacion,figurar,tech,1,0.0
informacion,finalmente,tech,4,0.0306042483556246
informacion,funcionar,tech,3,0.020402832237083064
informacion,grave,tech,2,0.010201416118541534
informacion,grupo,tech,3,0.020402832237083064
informacion,idioma,tech,3,0.020402832237083064
informacion,inicio,tech,6,0.051007080592707664
informacion,ip,tech,2,0.010201416118541534
informacion,materia,politic,3,0.07398203522467027
informacion,mejor,tech,2,0.010201416118541534
informacion,mio,tech,3,0.020402832237083064
informacion,moderno,tech,2,0.010201416118541534
informacion,mundo,tech,3,0.020402832237083064
informacion,obstante,tech,1,0.0
informacion,pagina,tech,3,0.020402832237083064
informacion,perjudicial,tech,2,0.010201416118541534
informacion,permitir,tech,3,0.020402832237083064
informacion,personal,tech,3,0.020402832237083064
informacion,presionar,tech,1,0.0
informacion,recordar,tech,2,0.010201416118541534
informacion,red,tech,1,0.0
informacion,registro,politic,3,0.07398203522467027
informacion,repercusion,tech,1,0.0
informacion,respetar,tech,2,0.010201416118541534
informacion,riesgos,tech,3,0.020402832237083064
informacion,sesion,tech,4,0.0306042483556246
informacion,sirc,politic,1,0.017859734329195735
informacion,tecno,tech,1,0.0
informacion,telefono,tech,3,0.020402832237083064
informacion,tendran,tech,3,0.020402832237083064
informacion,web,tech,2,0.010201416118541534
informalidad,desempleo,politic,1,0.017859734329195735
informalidad,encontrar,politic,2,0.045920884776933006
informalidad,encuesta,politic,3,0.07398203522467027
informalidad,laboral,politic,3,0.07398203522467027
informalidad,ocho,politic,1,0.017859734329195735
informalidad,tasa,politic,2,0.045920884776933006
informar,iniciar,tech,1,0.0
informar,podrar,tech,2,0.010201416118541534
informar,usuario,tech,3,0.020402832237083064
informatico,eset,tech,3,0.020402832237083064
informatico,iniciar,tech,1,0.0
informatico,latinoamerica,tech,2,0.010201416118541534
information,destacar,tech,2,0.010201416118541534
information,mai,tech,1,0.0
information,medio,tech,3,0.020402832237083064
informe,alli,politic,2,0.045920884776933006
informe,alto,politic,1,0.017859734329195735
informe,amanar,politic,1,0.017859734329195735
informe,arma,politic,2,0.045920884776933006
informe,cientifico,tech,3,0.020402832237083064
informe,comision,politic,2,0.045920884776933006
informe,compania,tech,2,0.010201416118541534
informe,cuenta,politic,3,0.07398203522467027
informe,elaborado,politic,3,0.07398203522467027
informe,engadget,tech,3,0.020402832237083064
informe,firmado,politic,2,0.045920884776933006
informe,indicar,politic,1,0.017859734329195735
informe,opinion,politic,2,0.045920884776933006
informe,oscar,politic,1,0.017859734329195735
informe,pospandemia,tech,3,0.020402832237083064
informe,presentado,politic,3,0.07398203522467027
informe,publico,politic,1,0.017859734329195735
informe,realizado,tech,2,0.010201416118541534
informe,realizar,tech,1,0.0
informe,relacionado,tech,1,0.0
informe,responsabilidad,tech,2,0.010201416118541534
informe,revelar,politic,3,0.07398203522467027
informe,robo,politic,3,0.07398203522467027
informe,seguimiento,politic,1,0.017859734329195735
informe,tesoreria,politic,3,0.07398203522467027
informe,tigo,tech,1,0.0
informe,vinculo,politic,2,0.045920884776933006
infraestructura,german,politic,2,0.045920884776933006
infraestructura,vargas,politic,1,0.017859734329195735
infraestructura,vial,politic,3,0.07398203522467027
ingenieria,electrico,tech,3,0.020402832237083064
ingenieria,ensenanza,tech,1,0.0
ingenieria,facilitar,tech,2,0.010201416118541534
ingenieria,mecanico,tech,3,0.020402832237083064
ingenieria,proyecto,tech,1,0.0
ingenieria,vinculado,tech,2,0.010201416118541534
ingl,empresa,tech,3,0.020402832237083064
ingl,expandir,tech,1,0.0
ingl,intencion,tech,2,0.010201416118541534
ingresar,aparecer,tech,1,0.0
ingresar,aplicacion,tech,3,0.020402832237083064
ingresar,aumentar,tech,1,0.0
ingresar,contrasena,tech,1,0.0
ingresar,contribuir,tech,2,0.010201416118541534
ingresar,delegado,politic,2,0.045920884776933006
ingresar,especialista,tech,1,0.0
ingresar,fondo,politic,3,0.07398203522467027
ingresar,mesa,politic,1,0.017859734329195735
ingresar,nuevo,tech,2,0.010201416118541534
ingresar,plataforma,tech,6,0.051007080592707664
ingresar,requerir,tech,3,0.020402832237083064
ingresar,respuesta,tech,2,0.010201416118541534
ingresar,sso,tech,3,0.020402832237083064
ingresar,usuario,tech,2,0.010201416118541534
ingreso,bastante,politic,3,0.07398203522467027
ingreso,cantidad,politic,2,0.045920884776933006
ingreso,desplazado,politic,1,0.017859734329195735
ingreso,desplazamiento,politic,2,0.045920884776933006
ingreso,directamente,tech,3,0.020402832237083064
ingreso,evento,politic,3,0.07398203522467027
ingreso,explicado,tech,1,0.0
ingreso,forzado,politic,1,0.017859734329195735
ingreso,habilitar,tech,1,0.0
ingreso,id,tech,3,0.020402832237083064
ingreso,importante,tech,2,0.010201416118541534
ingreso,inferior,politic,2,0.045920884776933006
ingreso,laboral,politic,3,0.07398203522467027
ingreso,minimo,politic,1,0.017859734329195735
ingreso,necesario,politic,1,0.017859734329195735
ingreso,paso,tech,3,0.020402832237083064
ingreso,pesos,politic,1,0.017859734329195735
ingreso,plataforma,tech,2,0.010201416118541534
ingreso,precario,politic,2,0.045920884776933006
ingreso,regular,politic,3,0.07398203522467027
ingreso,salario,politic,2,0.045920884776933006
ingreso,superior,politic,3,0.07398203522467027
inherentemente,capa,tech,1,0.0
inherentemente,inseguro,tech,3,0.020402832237083064
inherentemente,ofrecer,tech,2,0.010201416118541534
inicial,abstracto,politic,2,0.045920884776933006
inicial,cambio,politic,1,0.017859734329195735
inicial,concepto,politic,3,0.07398203522467027
inicial,persona,tech,2,0.010201416118541534
inicial,sientatir,tech,3,0.020402832237083064
inicial,trabajo,tech,1,0.0
inicialmente,catalogo,tech,3,0.020402832237083064
inicialmente,consuelo,tech,1,0.0
inicialmente,corea,tech,2,0.010201416118541534
inicialmente,desarrollado,tech,1,0.0
inicialmente,desarrollar,tech,1,0.0
inicialmente,gpt,tech,2,0.010201416118541534
inicialmente,hallar,tech,2,0.010201416118541534
inicialmente,juegos,tech,2,0.010201416118541534
inicialmente,lanzado,tech,3,0.020402832237083064
inicialmente,modelo,tech,3,0.020402832237083064
inicialmente,persona,tech,3,0.020402832237083064
inicialmente,unidos,tech,1,0.0
iniciar,buen,tech,3,0.020402832237083064
iniciar,charla,tech,3,0.020402832237083064
iniciar,conversacion,tech,12,0.11221557730395687
iniciar,cuenta,tech,2,0.010201416118541534
iniciar,debido,tech,1,0.0
iniciar,facebook,tech,1,0.0
iniciar,fijar,tech,1,0.0
iniciar,google,tech,3,0.020402832237083064
iniciar,movilizacion,politic,3,0.07398203522467027
iniciar,mujer,tech,2,0.010201416118541534
iniciar,nuevo,tech,6,0.051007080592707664
iniciar,podrar,tech,1,0.0
iniciar,pregunta,tech,2,0.010201416118541534
iniciar,pueblo,politic,2,0.045920884776933006
iniciar,recomendado,tech,1,0.0
iniciar,red,tech,2,0.010201416118541534
iniciar,senalar,tech,1,0.0
iniciar,sesion,tech,9,0.08161132894833228
iniciar,social,tech,1,0.0
iniciativa,abrir,tech,2,0.010201416118541534
iniciativa,actualmente,tech,3,0.020402832237083064
iniciativa,celula,tech,2,0.010201416118541534
iniciativa,ejecutivo,politic,3,0.07398203522467027
iniciativa,fase,tech,2,0.010201416118541534
iniciativa,implementacion,tech,1,0.0
iniciativa,internacional,tech,1,0.0
iniciativa,mapear,tech,3,0.020402832237083064
iniciativa,microsoft,tech,3,0.020402832237083064
iniciativa,tienda,tech,1,0.0
iniciativo,conminar,tech,2,0.010201416118541534
iniciativo,legislativo,tech,3,0.020402832237083064
iniciativo,red,tech,1,0.0
inicio,acceder,tech,1,0.0
inicio,aplicacion,tech,3,0.020402832237083064
inicio,conocer,tech,2,0.010201416118541534
inicio,costar,tech,1,0.0
inicio,cuenta,tech,1,0.0
inicio,ende,tech,2,0.010201416118541534
inicio,incluso,tech,2,0.010201416118541534
inicio,obtener,tech,1,0.0
inicio,red,tech,2,0.010201416118541534
inicio,sesion,tech,24,0.23463257072645527
inicio,single,tech,1,0.0
inicio,social,tech,1,0.0
inicio,sso,tech,2,0.010201416118541534
inicio,unico,tech,4,0.0306042483556246
ininterrumpido,video,tech,3,0.020402832237083064
inmediato,acuerdo,tech,3,0.020402832237083064
inmediato,confidencial,tech,2,0.010201416118541534
inmediato,ingreso,politic,2,0.045920884776933006
inmediato,regular,politic,1,0.017859734329195735
inmediato,rehen,politic,3,0.07398203522467027
inmenso,cuenta,tech,2,0.010201416118541534
inmenso,paso,tech,3,0.020402832237083064
inmenso,propio,tech,1,0.0
inmersivo,grande,tech,2,0.010201416118541534
inmersivo,pantalla,tech,3,0.020402832237083064
inmiscuir,debate,politic,3,0.07398203522467027
inmiscuir,politica,politic,1,0.017859734329195735
inmiscuir,presidencial,politic,2,0.045920884776933006
inmunologia,california,tech,1,0.0
inmunologia,stanford,tech,2,0.010201416118541534
inmunologia,universidad,tech,3,0.020402832237083064
innecesario,agregar,politic,3,0.07398203522467027
innecesario,grabe,politic,2,0.045920884776933006
innecesario,senalar,politic,1,0.017859734329195735
innovacion,basar,tech,3,0.020402832237083064
innovacion,calidad,tech,3,0.020402832237083064
innovacion,casi,tech,2,0.010201416118541534
innovacion,conocido,tech,3,0.020402832237083064
innovacion,costo,tech,2,0.010201416118541534
innovacion,crecimiento,tech,3,0.020402832237083064
innovacion,deadbots,tech,2,0.010201416118541534
innovacion,enorme,tech,1,0.0
innovacion,filosofia,tech,1,0.0
innovacion,griefbots,tech,1,0.0
innovacion,marca,tech,2,0.010201416118541534
innovacion,menor,tech,1,0.0
innovacion,necesitar,tech,1,0.0
innovacion,premium,tech,3,0.020402832237083064
innovacion,publicidad,tech,2,0.010201416118541534
innovadora,ceo,tech,2,0.010201416118541534
innovadora,mencionado,tech,3,0.020402832237083064
innovadora,x,tech,1,0.0
innovadoro,gestion,tech,2,0.010201416118541534
innovadoro,hogar,tech,1,0.0
innovadoro,holografica,tech,1,0.0
innovadoro,simplificar,tech,3,0.020402832237083064
innovadoro,tecnologia,tech,3,0.020402832237083064
innovadoro,visualizacion,tech,2,0.010201416118541534
inscribir,nanometrico,tech,1,0.0
inscribir,nivel,tech,2,0.010201416118541534
inscribir,patron,tech,3,0.020402832237083064
inscrito,dentro,tech,1,0.0
inscrito,luz,tech,3,0.020402832237083064
inscrito,reflejar,tech,2,0.010201416118541534
insecto,atrezzo,tech,1,0.0
insecto,evento,tech,3,0.020402832237083064
insecto,pirotecnico,tech,2,0.010201416118541534
inseguro,capa,tech,2,0.010201416118541534
inseguro,ofrecer,tech,3,0.020402832237083064
inseguro,seguridad,tech,1,0.0
insignia,indicar,tech,2,0.010201416118541534
insignia,persona,tech,3,0.020402832237083064
insignia,preferir,tech,1,0.0
insistir,alto,politic,1,0.017859734329195735
insistir,lograr,politic,2,0.045920884776933006
insistir,necesidad,politic,3,0.07398203522467027
insomnio,adema,tech,2,0.010201416118541534
insomnio,ansiedad,tech,3,0.020402832237083064
insomnio,bulimia,tech,3,0.020402832237083064
insomnio,depresion,tech,2,0.010201416118541534
insomnio,jovenes,tech,1,0.0
insomnio,reduccion,tech,1,0.0
instagram,actualmente,tech,2,0.010201416118541534
instagram,apalancado,tech,2,0.010201416118541534
