_from,to,category,score,normalized_score
huawei,chino,tech,2,0.010201416118541534
huawei,crucial,tech,1,0.0
huawei,mercado,tech,3,0.020402832237083064
huawei,oppo,tech,3,0.020402832237083064
huawei,vivo,tech,1,0.0
huawei,xiaomi,tech,2,0.010201416118541534
hub,adicional,tech,3,0.020402832237083064
hub,family,tech,1,0.0
hub,refrigerador,tech,2,0.010201416118541534
hubtm,semestre,tech,3,0.020402832237083064
huella,acercar,tech,2,0.010201416118541534
huella,digital,tech,3,0.020402832237083064
huella,entender,tech,1,0.0
huella,molecular,tech,3,0.020402832237083064
huir,efecto,politic,1,0.017859734329195735
huir,hogar,politic,3,0.07398203522467027
huir,mejor,politic,2,0.045920884776933006
humanidad,chatgpt,tech,2,0.010201416118541534
humanidad,respuesta,tech,3,0.020402832237083064
humanidad,util,tech,1,0.0
humanitario,agregar,politic,1,0.017859734329195735
humanitario,cartera,politic,2,0.045920884776933006
humanitario,comunicado,politic,1,0.017859734329195735
humanitario,concluir,politic,3,0.07398203522467027
humanitario,desplazamiento,politic,3,0.07398203522467027
humanitario,forzado,politic,2,0.045920884776933006
humanitario,gaza,politic,2,0.045920884776933006
humanitario,gobierno,politic,1,0.017859734329195735
humanitario,justicia,politic,3,0.07398203522467027
humanitario,onu,politic,2,0.045920884776933006
humanitario,poblacion,politic,3,0.07398203522467027
humanitario,resolucion,politic,3,0.07398203522467027
humanitario,transicional,politic,2,0.045920884776933006
humanitario,viento,politic,1,0.017859734329195735
humano,antecedente,tech,2,0.010201416118541534
humano,apertura,tech,3,0.020402832237083064
humano,ayudar,tech,3,0.020402832237083064
humano,basar,tech,1,0.0
humano,civilizacion,tech,3,0.020402832237083064
humano,clase,politic,9,0.24234893791109385
humano,colaboracion,tech,2,0.010201416118541534
humano,comienzo,tech,2,0.010201416118541534
humano,comprender,tech,2,0.010201416118541534
humano,contenido,tech,1,0.0
humano,cooperar,tech,1,0.0
humano,covid,tech,1,0.0
humano,cuerpo,tech,1,0.0
humano,debido,tech,3,0.020402832237083064
humano,decada,tech,3,0.020402832237083064
humano,despu,tech,1,0.0
humano,distinto,tech,1,0.0
humano,eliminacion,politic,3,0.07398203522467027
humano,esforzar,tech,2,0.010201416118541534
humano,explico,tech,6,0.051007080592707664
humano,funcionar,tech,5,0.040805664474166135
humano,fundamental,tech,3,0.020402832237083064
humano,genetico,tech,1,0.0
humano,google,tech,2,0.010201416118541534
humano,gran,tech,3,0.020402832237083064
humano,innovacion,tech,2,0.010201416118541534
humano,justificacion,politic,6,0.15816548656788207
humano,mapa,tech,3,0.020402832237083064
humano,mapear,tech,2,0.010201416118541534
humano,medicina,tech,1,0.0
humano,mejor,tech,1,0.0
humano,obtener,tech,2,0.010201416118541534
humano,potencial,tech,3,0.020402832237083064
humano,proceso,tech,3,0.020402832237083064
humano,puntualizar,tech,1,0.0
humano,realidad,tech,2,0.010201416118541534
humano,transformar,tech,2,0.010201416118541534
humano,tratar,tech,3,0.020402832237083064
humano,universo,tech,1,0.0
humano,zhao,tech,2,0.010201416118541534
humanoide,eficiencia,tech,1,0.0
humanoide,mejorar,tech,2,0.010201416118541534
humanoide,prometer,tech,3,0.020402832237083064
humanos,acatamiento,politic,3,0.07398203522467027
humanos,codhes,politic,2,0.045920884776933006
humanos,derecho,politic,2,0.045920884776933006
humanos,desplazamiento,politic,6,0.15816548656788207
humanos,encuesta,politic,1,0.017859734329195735
humanos,hablar,politic,2,0.045920884776933006
humanos,internacional,politic,1,0.017859734329195735
humanos,lamentablemente,politic,3,0.07398203522467027
humanos,lograr,politic,2,0.045920884776933006
humanos,unidad,politic,1,0.017859734329195735
humberto,alertar,politic,2,0.045920884776933006
humberto,calle,politic,3,0.07398203522467027
humberto,posible,politic,1,0.017859734329195735
hundir,corrupcion,politic,1,0.017859734329195735
hundir,falta,politic,3,0.07398203522467027
hundir,manchado,politic,3,0.07398203522467027
hundir,rampante,politic,2,0.045920884776933006
hundir,tramite,politic,2,0.045920884776933006
hz,cubierta,tech,3,0.020402832237083064
hz,cuero,tech,2,0.010201416118541534
hz,hd,tech,1,0.0
hz,resolucion,tech,3,0.020402832237083064
hz,super,tech,2,0.010201416118541534
hz,vegano,tech,1,0.0
ia,advertencia,tech,2,0.010201416118541534
ia,alto,tech,2,0.010201416118541534
ia,android,tech,3,0.020402832237083064
ia,aprendizaje,tech,2,0.010201416118541534
ia,artificial,tech,2,0.010201416118541534
ia,asistente,tech,1,0.0
ia,avanzado,tech,2,0.010201416118541534
ia,beneficiar,tech,1,0.0
ia,cambio,tech,3,0.020402832237083064
ia,casi,tech,1,0.0
ia,catalogar,tech,3,0.020402832237083064
ia,chatgpt,tech,2,0.010201416118541534
ia,ciencia,tech,1,0.0
ia,competir,tech,2,0.010201416118541534
ia,conocido,tech,3,0.020402832237083064
ia,contenido,tech,1,0.0
ia,correo,tech,2,0.010201416118541534
ia,demostrar,tech,1,0.0
ia,director,tech,2,0.010201416118541534
ia,dispositivo,tech,1,0.0
ia,ejecutivo,tech,1,0.0
ia,electronico,tech,1,0.0
ia,espacial,tech,3,0.020402832237083064
ia,fallecido,tech,2,0.010201416118541534
ia,funcionar,tech,2,0.010201416118541534
ia,generar,tech,3,0.020402832237083064
ia,generativo,tech,6,0.051007080592707664
ia,google,tech,4,0.0306042483556246
ia,holografico,tech,1,0.0
ia,incluir,tech,3,0.020402832237083064
ia,inteligencia,tech,3,0.020402832237083064
ia,internamente,tech,2,0.010201416118541534
ia,magico,tech,1,0.0
ia,mai,tech,1,0.0
ia,meta,tech,2,0.010201416118541534
ia,microsoft,tech,2,0.010201416118541534
ia,modelo,tech,3,0.020402832237083064
ia,moderado,tech,1,0.0
ia,narrow,tech,3,0.020402832237083064
ia,openai,tech,3,0.020402832237083064
ia,parametro,tech,3,0.020402832237083064
ia,partir,tech,1,0.0
ia,paso,tech,3,0.020402832237083064
ia,previamente,tech,1,0.0
ia,proporcionar,tech,3,0.020402832237083064
ia,querido,tech,3,0.020402832237083064
ia,reforzado,tech,1,0.0
ia,resultado,tech,2,0.010201416118541534
ia,riesgo,tech,1,0.0
ia,sacado,tech,2,0.010201416118541534
ia,significar,tech,2,0.010201416118541534
ia,similar,tech,3,0.020402832237083064
ia,tarifa,tech,2,0.010201416118541534
ia,tecnologia,tech,2,0.010201416118541534
ia,trabajar,tech,3,0.020402832237083064
icloud,especificar,tech,2,0.010201416118541534
icloud,hijo,tech,3,0.020402832237083064
icloud,menor,tech,1,0.0
iconico,apariencia,tech,1,0.0
iconico,app,tech,3,0.020402832237083064
iconico,celular,tech,3,0.020402832237083064
iconico,dispositivo,tech,2,0.010201416118541534
iconico,lograr,tech,2,0.010201416118541534
iconico,luz,tech,1,0.0
iconico,modelo,tech,3,0.020402832237083064
iconico,retro,tech,2,0.010201416118541534
iconico,viaje,tech,1,0.0
iconografia,actualizada,tech,1,0.0
iconografia,animacion,tech,2,0.010201416118541534
iconografia,ilustracion,tech,3,0.020402832237083064
id,asigno,tech,2,0.010201416118541534
id,fuerza,tech,2,0.010201416118541534
id,fundamental,tech,3,0.020402832237083064
id,honor,tech,3,0.020402832237083064
id,impulsar,tech,2,0.010201416118541534
id,ingreso,tech,1,0.0
id,laboral,tech,1,0.0
id,progreso,tech,1,0.0
id,representar,tech,3,0.020402832237083064
idc,cifra,tech,2,0.010201416118541534
idc,parecido,tech,1,0.0
idc,reportar,tech,3,0.020402832237083064
idea,control,tech,1,0.0
idea,cumplimiento,politic,2,0.045920884776933006
idea,fundamental,politic,3,0.07398203522467027
idea,mantener,tech,2,0.010201416118541534
idea,mujer,tech,3,0.020402832237083064
idea,ordenamiento,politic,1,0.017859734329195735
ideal,amante,tech,3,0.020402832237083064
ideal,combinar,tech,3,0.020402832237083064
ideal,componer,tech,1,0.0
ideal,compra,tech,2,0.010201416118541534
ideal,creatividad,tech,1,0.0
ideal,deportivo,tech,2,0.010201416118541534
ideal,disfrutar,tech,3,0.020402832237083064
ideal,entretenimiento,tech,1,0.0
ideal,entusiasta,tech,3,0.020402832237083064
ideal,escena,tech,3,0.020402832237083064
ideal,experiencia,tech,2,0.010201416118541534
ideal,fotografia,tech,4,0.0306042483556246
ideal,gran,tech,1,0.0
ideal,par,tech,3,0.020402832237083064
ideal,productividad,tech,2,0.010201416118541534
ideal,sistema,tech,1,0.0
ideal,verificar,tech,1,0.0
idealizado,linea,tech,1,0.0
idealizado,propagar,tech,2,0.010201416118541534
idealizado,realista,tech,3,0.020402832237083064
identidad,anade,tech,3,0.020402832237083064
identidad,colombiano,politic,3,0.07398203522467027
identidad,conectar,tech,1,0.0
identidad,explorar,tech,3,0.020402832237083064
identidad,interes,tech,2,0.010201416118541534
identificacion,ani,politic,3,0.07398203522467027
identificacion,informacion,politic,1,0.017859734329195735
identificacion,sistema,politic,2,0.045920884776933006
identificacion,vulnerabilidad,tech,3,0.020402832237083064
identificado,causante,politic,3,0.07398203522467027
identificado,desplazamiento,politic,2,0.045920884776933006
identificado,forzado,politic,1,0.017859734329195735
identificado,hallar,tech,3,0.020402832237083064
identificado,intercambio,tech,1,0.0
identificado,sistema,tech,2,0.010201416118541534
identificar,actividad,tech,2,0.010201416118541534
identificar,alios,politic,3,0.07398203522467027
identificar,alterar,tech,2,0.010201416118541534
identificar,ayuda,tech,2,0.010201416118541534
identificar,bloquear,tech,1,0.0
identificar,cancion,tech,3,0.020402832237083064
identificar,celula,tech,6,0.051007080592707664
identificar,chito,politic,1,0.017859734329195735
identificar,compatibilidad,tech,2,0.010201416118541534
identificar,contenido,tech,2,0.010201416118541534
identificar,cuenta,tech,3,0.020402832237083064
identificar,cuerpo,tech,1,0.0
identificar,denunciar,tech,3,0.020402832237083064
identificar,dumar,politic,2,0.045920884776933006
identificar,enfermedad,tech,3,0.020402832237083064
identificar,exacto,tech,2,0.010201416118541534
identificar,experto,tech,1,0.0
identificar,faltar,tech,1,0.0
identificar,gol,tech,2,0.010201416118541534
identificar,har,tech,1,0.0
identificar,inapropiado,tech,1,0.0
identificar,mejor,tech,3,0.020402832237083064
identificar,menor,tech,3,0.020402832237083064
identificar,nariz,tech,1,0.0
identificar,ojo,tech,2,0.010201416118541534
identificar,persona,tech,2,0.010201416118541534
identificar,red,tech,1,0.0
identificar,tratar,tech,3,0.020402832237083064
identificar,usuario,tech,1,0.0
identifico,cientifico,tech,2,0.010201416118541534
identifico,equipo,tech,3,0.020402832237083064
identifico,incluido,tech,1,0.0
idioma,almacenar,tech,3,0.020402832237083064
idioma,anadir,tech,1,0.0
idioma,articulo,tech,2,0.010201416118541534
idioma,operar,tech,2,0.010201416118541534
idioma,pais,tech,3,0.020402832237083064
idioma,permitiriar,tech,1,0.0
igualmente,camino,politic,3,0.07398203522467027
igualmente,conocedor,politic,3,0.07398203522467027
igualmente,estructura,politic,1,0.017859734329195735
igualmente,ministro,politic,3,0.07398203522467027
igualmente,nadies,politic,2,0.045920884776933006
igualmente,orden,politic,2,0.045920884776933006
igualmente,publico,politic,1,0.017859734329195735
igualmente,tocar,politic,2,0.045920884776933006
igualmente,vivienda,politic,1,0.017859734329195735
iluminacion,aire,tech,1,0.0
iluminacion,calidad,tech,2,0.010201416118541534
iluminacion,temperatura,tech,3,0.020402832237083064
ilustracion,actualizada,tech,2,0.010201416118541534
ilustracion,animacion,tech,3,0.020402832237083064
ilustracion,diverso,tech,1,0.0
ilustrar,diseno,tech,1,0.0
ilustrar,potencial,tech,3,0.020402832237083064
ilustrar,repercusion,tech,2,0.010201416118541534
imac,apple,tech,3,0.020402832237083064
imac,suscripcion,tech,1,0.0
imac,tv,tech,2,0.010201416118541534
imagen,aparecer,tech,1,0.0
imagen,aplicacion,tech,1,0.0
imagen,basar,tech,1,0.0
imagen,celula,tech,3,0.020402832237083064
imagen,color,tech,2,0.010201416118541534
imagen,completo,tech,1,0.0
imagen,computarizada,tech,12,0.11221557730395687
imagen,condicion,tech,1,0.0
imagen,cuerpo,tech,2,0.010201416118541534
imagen,d,tech,7,0.061208496711249206
imagen,dentro,tech,2,0.010201416118541534
imagen,descripcion,tech,2,0.010201416118541534
imagen,encontrar,tech,2,0.010201416118541534
imagen,esfuerzo,tech,2,0.010201416118541534
imagen,especificar,tech,3,0.020402832237083064
imagen,fino,tech,3,0.020402832237083064
imagen,holografica,tech,3,0.020402832237083064
imagen,ideal,tech,1,0.0
imagen,incluso,tech,2,0.010201416118541534
imagen,inscrito,tech,1,0.0
imagen,luz,tech,2,0.010201416118541534
imagen,movimiento,tech,6,0.051007080592707664
imagen,mundo,tech,2,0.010201416118541534
imagen,obtener,tech,1,0.0
imagen,partir,tech,3,0.020402832237083064
imagen,patron,tech,2,0.010201416118541534
imagen,preciso,tech,3,0.020402832237083064
imagen,rapido,tech,3,0.020402832237083064
imagen,restaurante,tech,1,0.0
imagen,suficiente,tech,1,0.0
imagen,super,tech,3,0.020402832237083064
imagen,textual,tech,1,0.0
imagen,trazabilidad,tech,2,0.010201416118541534
imagen,tridimensional,tech,6,0.051007080592707664
imagen,vibrante,tech,1,0.0
imagen,video,tech,3,0.020402832237083064
imagen,virtual,tech,3,0.020402832237083064
imagen,vivir,tech,1,0.0
imagen,x,tech,1,0.0
imagen,zoom,tech,2,0.010201416118541534
imaginacion,computacional,tech,6,0.051007080592707664
imaginacion,crear,tech,1,0.0
imaginacion,sci,tech,1,0.0
imaginacion,stanford,tech,4,0.0306042483556246
imitar,lenguaje,tech,2,0.010201416118541534
imitar,patron,tech,3,0.020402832237083064
imitar,rasgo,tech,1,0.0
impactar,aspecto,tech,3,0.020402832237083064
impactar,biologia,tech,2,0.010201416118541534
impactar,harar,tech,2,0.010201416118541534
impactar,medicina,tech,1,0.0
impactar,ojo,tech,3,0.020402832237083064
impactar,sentir,tech,1,0.0
impacto,aprendizaje,tech,1,0.0
impacto,bienestar,tech,3,0.020402832237083064
impacto,control,tech,1,0.0
impacto,devastador,tech,3,0.020402832237083064
impacto,expectativa,tech,1,0.0
impacto,generar,tech,2,0.010201416118541534
impacto,lucha,tech,2,0.010201416118541534
impacto,mejora,tech,2,0.010201416118541534
impacto,mental,tech,1,0.0
impacto,negativo,tech,3,0.020402832237083064
impacto,revisen,tech,3,0.020402832237083064
impacto,salud,tech,2,0.010201416118541534
impacto,spam,tech,1,0.0
impacto,tecnologia,tech,3,0.020402832237083064
impacto,telefono,tech,2,0.010201416118541534
impacto,tendrar,tech,3,0.020402832237083064
impedir,directamente,tech,2,0.010201416118541534
impedir,movilizacion,politic,3,0.07398203522467027
impedir,mundo,tech,1,0.0
impedir,personal,politic,1,0.017859734329195735
impedir,tranquilidad,politic,2,0.045920884776933006
impedir,usuario,tech,3,0.020402832237083064
impidamos,debate,politic,3,0.07398203522467027
impidamos,discutir,politic,2,0.045920884776933006
impidamos,proyecto,politic,1,0.017859734329195735
implementacion,adecuado,tech,3,0.020402832237083064
implementacion,aplicacion,tech,2,0.010201416118541534
implementacion,control,politic,1,0.017859734329195735
implementacion,crear,tech,1,0.0
implementacion,deficiente,tech,3,0.020402832237083064
implementacion,exclusivo,tech,3,0.020402832237083064
implementacion,fondo,politic,3,0.07398203522467027
implementacion,gestion,tech,2,0.010201416118541534
implementacion,medida,tech,6,0.051007080592707664
implementacion,observar,tech,2,0.010201416118541534
implementacion,residencia,tech,1,0.0
implementacion,riesgo,tech,1,0.0
implementacion,seguridad,tech,2,0.010201416118541534
implementacion,solida,tech,1,0.0
implementacion,tomar,politic,2,0.045920884776933006
implementacion,usuario,tech,2,0.010201416118541534
implementacion,version,tech,1,0.0
implementado,crucial,tech,3,0.020402832237083064
implementado,cualquiera,tech,1,0.0
implementado,garantizar,tech,2,0.010201416118541534
implementado,version,tech,3,0.020402832237083064
implementar,actualizacion,tech,2,0.010201416118541534
implementar,aplicacion,tech,1,0.0
implementar,asociado,tech,2,0.010201416118541534
implementar,avanzado,tech,1,0.0
implementar,caracteristica,tech,3,0.020402832237083064
implementar,complejidad,tech,1,0.0
implementar,comunidad,tech,1,0.0
implementar,correccion,tech,3,0.020402832237083064
implementar,edad,tech,2,0.010201416118541534
implementar,grupo,tech,3,0.020402832237083064
implementar,manejar,tech,2,0.010201416118541534
implementar,mediante,tech,1,0.0
implementar,medida,tech,3,0.020402832237083064
implementar,necesario,tech,4,0.0306042483556246
implementar,norma,tech,3,0.020402832237083064
implementar,proximo,tech,3,0.020402832237083064
implementar,reforma,politic,3,0.07398203522467027
implementar,restriccion,tech,4,0.0306042483556246
implementar,restringira,tech,2,0.010201416118541534
implementar,robot,tech,1,0.0
implementar,rural,politic,2,0.045920884776933006
implementar,sano,tech,3,0.020402832237083064
implementar,seguridad,tech,2,0.010201416118541534
implementar,tema,politic,1,0.017859734329195735
implementar,temporalmente,tech,1,0.0
implicacion,accion,politic,2,0.045920884776933006
implicacion,congresista,politic,1,0.017859734329195735
implicacion,llevar,politic,3,0.07398203522467027
implicar,actor,tech,3,0.020402832237083064
implicar,burlar,tech,1,0.0
implicar,chat,tech,1,0.0
implicar,considerar,tech,3,0.020402832237083064
implicar,desactivar,tech,3,0.020402832237083064
implicar,ejecutivo,politic,2,0.045920884776933006
implicar,iniciativa,politic,3,0.07398203522467027
implicar,malicioso,tech,2,0.010201416118541534
implicar,notificacion,tech,2,0.010201416118541534
implicar,pregunta,tech,1,0.0
implicar,serie,tech,2,0.010201416118541534
imponer,distancia,tech,3,0.020402832237083064
imponer,minimo,tech,2,0.010201416118541534
imponer,necesario,tech,1,0.0
importancia,billon,tech,1,0.0
importancia,controlar,tech,3,0.020402832237083064
importancia,destino,tech,2,0.010201416118541534
importancia,difunto,tech,1,0.0
importancia,dignidad,tech,2,0.010201416118541534
importancia,gestionar,tech,2,0.010201416118541534
importancia,pais,tech,3,0.020402832237083064
importancia,priorizar,tech,3,0.020402832237083064
importancia,salud,tech,1,0.0
importante,abusar,tech,1,0.0
importante,actualizacion,tech,3,0.020402832237083064
importante,arreglar,tech,1,0.0
importante,atencion,tech,3,0.020402832237083064
importante,ayudar,tech,3,0.020402832237083064
importante,caja,tech,1,0.0
importante,cierto,politic,3,0.07398203522467027
importante,colombia,tech,1,0.0
importante,completado,tech,3,0.020402832237083064
importante,cosa,tech,3,0.020402832237083064
importante,cuenta,tech,3,0.020402832237083064
importante,democratizacion,tech,5,0.040805664474166135
importante,derecho,politic,2,0.045920884776933006
importante,destacar,tech,6,0.051007080592707664
importante,disposicion,tech,1,0.0
importante,ejemplo,tech,3,0.020402832237083064
importante,elon,tech,2,0.010201416118541534
importante,empresa,tech,2,0.010201416118541534
importante,enfermedad,tech,1,0.0
importante,entender,tech,3,0.020402832237083064
importante,equipo,tech,2,0.010201416118541534
importante,experiencia,tech,1,0.0
importante,fundamental,tech,2,0.010201416118541534
importante,habilitar,tech,3,0.020402832237083064
importante,identificar,tech,2,0.010201416118541534
importante,indicado,tech,2,0.010201416118541534
importante,integracion,tech,2,0.010201416118541534
importante,llegada,tech,1,0.0
importante,medica,tech,1,0.0
importante,medio,tech,3,0.020402832237083064
importante,meta,tech,1,0.0
importante,musk,tech,1,0.0
importante,pasar,tech,2,0.010201416118541534
importante,persistir,politic,1,0.017859734329195735
importante,presunto,tech,2,0.010201416118541534
importante,respecto,tech,3,0.020402832237083064
importante,restriccion,tech,2,0.010201416118541534
importante,resultado,tech,2,0.010201416118541534
importante,subyacente,tech,3,0.020402832237083064
importante,temporal,tech,1,0.0
importante,tienda,tech,2,0.010201416118541534
importante,violacion,tech,1,0.0
imposible,partido,politic,2,0.045920884776933006
imposible,permanecer,politic,3,0.07398203522467027
impostor,asesinar,tech,3,0.020402832237083064
impostor,participante,tech,2,0.010201416118541534
impostor,votar,tech,1,0.0
imprementar,comunidad,tech,3,0.020402832237083064
imprementar,grupo,tech,2,0.010201416118541534
imprementar,proximo,tech,1,0.0
imprescindible,compartir,tech,3,0.020402832237083064
imprescindible,funcionar,tech,1,0.0
imprescindible,informacion,tech,2,0.010201416118541534
impresion,celular,tech,2,0.010201416118541534
impresion,dispositivo,tech,2,0.010201416118541534
impresion,gama,tech,3,0.020402832237083064
impresion,motorola,tech,1,0.0
impresion,nuevo,tech,3,0.020402832237083064
impresionante,mostrar,tech,1,0.0
impresionante,video,tech,3,0.020402832237083064
impresionante,youtube,tech,2,0.010201416118541534
improvisado,evaluar,politic,2,0.045920884776933006
improvisado,situacion,politic,3,0.07398203522467027
impulsado,artificial,tech,2,0.010201416118541534
impulsado,ia,tech,3,0.020402832237083064
impulsado,inteligencia,tech,3,0.020402832237083064
impulsado,posibilitar,tech,1,0.0
impulsar,conminar,tech,1,0.0
impulsar,ecommerce,tech,3,0.020402832237083064
impulsar,embargo,tech,2,0.010201416118541534
impulsar,iniciativo,tech,3,0.020402832237083064
impulsar,integral,tech,2,0.010201416118541534
impulsar,legislativo,tech,2,0.010201416118541534
impulsar,mercado,tech,3,0.020402832237083064
impulsar,nuevo,tech,2,0.010201416118541534
impulsar,progreso,tech,3,0.020402832237083064
impulsar,riesgo,tech,1,0.0
impulsar,sociedad,tech,1,0.0
impulsar,tecnologia,tech,1,0.0
impulso,elemento,politic,3,0.07398203522467027
impulso,hablar,politic,1,0.017859734329195735
impulso,presidente,politic,2,0.045920884776933006
inadecuada,emplear,tech,1,0.0
inadecuada,existir,tech,3,0.020402832237083064
inadecuada,riesgo,tech,2,0.010201416118541534
inalambrico,comodidad,tech,1,0.0
inalambrico,microfono,tech,3,0.020402832237083064
inalambrico,proporcionar,tech,3,0.020402832237083064
inalambrico,versatilidad,tech,2,0.010201416118541534
inapropiado,anteriormente,tech,3,0.020402832237083064
inapropiado,podian,tech,2,0.010201416118541534
inc,anuncio,tech,3,0.020402832237083064
inc,evento,tech,1,0.0
inc,plan,tech,2,0.010201416118541534
incapacidad,precision,tech,2,0.010201416118541534
incapacidad,representar,tech,3,0.020402832237083064
incapacidad,senal,tech,1,0.0
incendio,acabar,tech,1,0.0
incendio,agricola,tech,1,0.0
incendio,forestal,tech,6,0.051007080592707664
incendio,gestion,tech,2,0.010201416118541534
incendio,lugar,tech,2,0.010201416118541534
incendio,manejo,tech,3,0.020402832237083064
incendio,pastizal,tech,2,0.010201416118541534
incentivo,creador,tech,3,0.020402832237083064
incentivo,instagram,tech,2,0.010201416118541534
incentivo,norma,tech,1,0.0
incidente,cuidado,tech,3,0.020402832237083064
incidente,dato,tech,1,0.0
incidente,sacar,tech,2,0.010201416118541534
incineracion,colmena,tech,2,0.010201416118541534
incineracion,insecto,tech,1,0.0
incineracion,maleza,tech,3,0.020402832237083064
incluido,afirmar,tech,2,0.010201416118541534
incluido,agencia,tech,1,0.0
incluido,android,tech,2,0.010201416118541534
incluido,celula,tech,1,0.0
incluido,cese,politic,6,0.15816548656788207
incluido,costo,tech,1,0.0
incluido,electronico,tech,2,0.010201416118541534
incluido,fuego,politic,4,0.10204318567240755
incluido,genai,tech,3,0.020402832237083064
incluido,identificar,tech,2,0.010201416118541534
incluido,integrado,tech,1,0.0
incluido,ofrecer,tech,3,0.020402832237083064
incluido,potencia,tech,2,0.010201416118541534
incluido,producto,tech,3,0.020402832237083064
incluido,puesta,politic,1,0.017859734329195735
incluido,regev,tech,3,0.020402832237083064
incluido,rendimiento,tech,1,0.0
incluido,sdk,tech,3,0.020402832237083064
incluir,amazon,tech,3,0.020402832237083064
incluir,buscar,tech,1,0.0
incluir,cadena,tech,2,0.010201416118541534
incluir,chatgpt,tech,3,0.020402832237083064
incluir,comunicado,tech,1,0.0
incluir,conjunto,tech,3,0.020402832237083064
incluir,correccion,tech,3,0.020402832237083064
incluir,detectado,tech,1,0.0
incluir,disenar,tech,2,0.010201416118541534
incluir,ebay,tech,2,0.010201416118541534
incluir,etsy,tech,1,0.0
incluir,experiencia,tech,3,0.020402832237083064
incluir,funcionar,tech,1,0.0
incluir,g,tech,2,0.010201416118541534
incluir,galaxy,tech,3,0.020402832237083064
incluir,guian,tech,1,0.0
incluir,informacion,politic,2,0.045920884776933006
incluir,intencion,tech,1,0.0
incluir,intercambio,politic,3,0.07398203522467027
incluir,jones,tech,2,0.010201416118541534
incluir,juego,tech,8,0.07140991282979074
incluir,mando,tech,1,0.0
incluir,materia,politic,1,0.017859734329195735
incluir,mejora,tech,2,0.010201416118541534
incluir,optimizado,tech,1,0.0
incluir,paso,tech,3,0.020402832237083064
incluir,perro,tech,1,0.0
incluir,popular,tech,3,0.020402832237083064
incluir,procesamiento,tech,1,0.0
incluir,regla,tech,2,0.010201416118541534
incluir,rom,tech,2,0.010201416118541534
incluir,s,tech,2,0.010201416118541534
incluir,seguir,tech,3,0.020402832237083064
incluir,serpiente,tech,1,0.0
incluir,tecnologia,tech,9,0.08161132894833228
incluir,tercero,tech,2,0.010201416118541534
incluir,usuario,tech,2,0.010201416118541534
incluir,varios,tech,1,0.0
incluir,vulnerabilidad,tech,2,0.010201416118541534
incluira,algoritmo,tech,3,0.020402832237083064
incluira,tendencia,tech,2,0.010201416118541534
incluira,video,tech,1,0.0
incluirir,especial,tech,1,0.0
incluirir,ipad,tech,1,0.0
incluirir,oferta,tech,3,0.020402832237083064
incluirir,promocion,tech,2,0.010201416118541534
incluirir,renovado,tech,2,0.010201416118541534
incluirir,version,tech,3,0.020402832237083064
incluso,adicional,politic,2,0.045920884776933006
incluso,aplicacion,tech,2,0.010201416118541534
incluso,aquel,tech,3,0.020402832237083064
incluso,bajo,tech,2,0.010201416118541534
incluso,bloquear,tech,3,0.020402832237083064
incluso,condicion,tech,3,0.020402832237083064
incluso,control,tech,3,0.020402832237083064
incluso,cuenta,tech,5,0.040805664474166135
incluso,declaracion,politic,3,0.07398203522467027
incluso,desbordar,tech,3,0.020402832237083064
incluso,digitalmente,tech,2,0.010201416118541534
incluso,direccion,tech,1,0.0
incluso,familia,tech,1,0.0
incluso,fiscalia,politic,1,0.017859734329195735
incluso,informacion,tech,2,0.010201416118541534
incluso,largo,tech,3,0.020402832237083064
incluso,luminosidad,tech,1,0.0
incluso,luz,tech,3,0.020402832237083064
incluso,obtener,tech,3,0.020402832237083064
incluso,padre,tech,2,0.010201416118541534
incluso,periodo,tech,2,0.010201416118541534
incluso,perseguir,tech,3,0.020402832237083064
incluso,playstation,tech,1,0.0
incluso,previamente,tech,1,0.0
incluso,puedas,tech,2,0.010201416118541534
incluso,quedar,tech,1,0.0
incluso,sentir,tech,1,0.0
incluso,tiempo,tech,1,0.0
incluso,varios,tech,3,0.020402832237083064
incluso,xbox,tech,2,0.010201416118541534
incomodidad,prolongado,tech,3,0.020402832237083064
incomodo,alto,tech,1,0.0
incomodo,desarrollar,tech,3,0.020402832237083064
incomodo,tecnologia,tech,2,0.010201416118541534
incompetente,paranoico,politic,2,0.045920884776933006
incompetente,pendenciero,politic,1,0.017859734329195735
incompetente,personalidad,politic,3,0.07398203522467027
inconveniente,cualquiera,tech,3,0.020402832237083064
inconveniente,lugar,tech,2,0.010201416118541534
inconveniente,map,tech,1,0.0
incorporar,app,tech,1,0.0
incorporar,aquel,tech,1,0.0
incorporar,asistente,tech,3,0.020402832237083064
incorporar,cualquiera,tech,1,0.0
incorporar,especifico,tech,2,0.010201416118541534
incorporar,formacion,politic,1,0.017859734329195735
incorporar,iconico,tech,2,0.010201416118541534
incorporar,llamado,tech,2,0.010201416118541534
incorporar,lugar,politic,2,0.045920884776933006
incorporar,nuevo,tech,3,0.020402832237083064
incorporar,opening,tech,1,0.0
incorporar,pregunta,tech,3,0.020402832237083064
incorporar,principio,politic,3,0.07398203522467027
incorporar,silencioso,tech,2,0.010201416118541534
incorporar,verde,tech,3,0.020402832237083064
incorporo,diverso,tech,2,0.010201416118541534
incorporo,gemini,tech,3,0.020402832237083064
incorporo,servicio,tech,1,0.0
incrementar,conciencia,tech,1,0.0
incrementar,dispositivo,tech,2,0.010201416118541534
